qa_uid,city,asset_id,asset_name,asset_type,line,gate_id,domain,stage,hold_point,evidence_required,release_authority,status
samawah:SAM-RS-L1-038:qa-14-onboard-control,samawah,SAM-RS-L1-038,line-1 trainset 038,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-039:qa-14-onboard-control,samawah,SAM-RS-L1-039,line-1 trainset 039,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-040:qa-14-onboard-control,samawah,SAM-RS-L1-040,line-1 trainset 040,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-041:qa-14-onboard-control,samawah,SAM-RS-L1-041,line-1 trainset 041,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-042:qa-14-onboard-control,samawah,SAM-RS-L1-042,line-1 trainset 042,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-043:qa-14-onboard-control,samawah,SAM-RS-L1-043,line-1 trainset 043,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-044:qa-14-onboard-control,samawah,SAM-RS-L1-044,line-1 trainset 044,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-045:qa-14-onboard-control,samawah,SAM-RS-L1-045,line-1 trainset 045,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-046:qa-14-onboard-control,samawah,SAM-RS-L1-046,line-1 trainset 046,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-047:qa-14-onboard-control,samawah,SAM-RS-L1-047,line-1 trainset 047,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-048:qa-14-onboard-control,samawah,SAM-RS-L1-048,line-1 trainset 048,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-049:qa-14-onboard-control,samawah,SAM-RS-L1-049,line-1 trainset 049,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-050:qa-14-onboard-control,samawah,SAM-RS-L1-050,line-1 trainset 050,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-051:qa-14-onboard-control,samawah,SAM-RS-L1-051,line-1 trainset 051,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-052:qa-14-onboard-control,samawah,SAM-RS-L1-052,line-1 trainset 052,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-053:qa-14-onboard-control,samawah,SAM-RS-L1-053,line-1 trainset 053,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-054:qa-14-onboard-control,samawah,SAM-RS-L1-054,line-1 trainset 054,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-055:qa-14-onboard-control,samawah,SAM-RS-L1-055,line-1 trainset 055,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-056:qa-14-onboard-control,samawah,SAM-RS-L1-056,line-1 trainset 056,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-057:qa-14-onboard-control,samawah,SAM-RS-L1-057,line-1 trainset 057,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-058:qa-14-onboard-control,samawah,SAM-RS-L1-058,line-1 trainset 058,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-059:qa-14-onboard-control,samawah,SAM-RS-L1-059,line-1 trainset 059,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-060:qa-14-onboard-control,samawah,SAM-RS-L1-060,line-1 trainset 060,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-061:qa-14-onboard-control,samawah,SAM-RS-L1-061,line-1 trainset 061,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-062:qa-14-onboard-control,samawah,SAM-RS-L1-062,line-1 trainset 062,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-063:qa-14-onboard-control,samawah,SAM-RS-L1-063,line-1 trainset 063,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
