task_uid,city,asset_id,asset_name,asset_type,line,task_id,cadence,trigger,scope,evidence_required,owner,next_due_basis,status,severity
mosul:MOS-RS-L4-042:rs-bogie-overhaul,mosul,MOS-RS-L4-042,line-4 trainset 042,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-043:rs-bogie-overhaul,mosul,MOS-RS-L4-043,line-4 trainset 043,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-044:rs-bogie-overhaul,mosul,MOS-RS-L4-044,line-4 trainset 044,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-045:rs-bogie-overhaul,mosul,MOS-RS-L4-045,line-4 trainset 045,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-046:rs-bogie-overhaul,mosul,MOS-RS-L4-046,line-4 trainset 046,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-047:rs-bogie-overhaul,mosul,MOS-RS-L4-047,line-4 trainset 047,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-048:rs-bogie-overhaul,mosul,MOS-RS-L4-048,line-4 trainset 048,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-049:rs-bogie-overhaul,mosul,MOS-RS-L4-049,line-4 trainset 049,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-050:rs-bogie-overhaul,mosul,MOS-RS-L4-050,line-4 trainset 050,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-051:rs-bogie-overhaul,mosul,MOS-RS-L4-051,line-4 trainset 051,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-052:rs-bogie-overhaul,mosul,MOS-RS-L4-052,line-4 trainset 052,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-053:rs-bogie-overhaul,mosul,MOS-RS-L4-053,line-4 trainset 053,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-054:rs-bogie-overhaul,mosul,MOS-RS-L4-054,line-4 trainset 054,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-055:rs-bogie-overhaul,mosul,MOS-RS-L4-055,line-4 trainset 055,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-056:rs-bogie-overhaul,mosul,MOS-RS-L4-056,line-4 trainset 056,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-001:rs-bogie-overhaul,mosul,MOS-RS-L5-001,line-5 trainset 001,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-002:rs-bogie-overhaul,mosul,MOS-RS-L5-002,line-5 trainset 002,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-003:rs-bogie-overhaul,mosul,MOS-RS-L5-003,line-5 trainset 003,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-004:rs-bogie-overhaul,mosul,MOS-RS-L5-004,line-5 trainset 004,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-005:rs-bogie-overhaul,mosul,MOS-RS-L5-005,line-5 trainset 005,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-006:rs-bogie-overhaul,mosul,MOS-RS-L5-006,line-5 trainset 006,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-007:rs-bogie-overhaul,mosul,MOS-RS-L5-007,line-5 trainset 007,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-008:rs-bogie-overhaul,mosul,MOS-RS-L5-008,line-5 trainset 008,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-009:rs-bogie-overhaul,mosul,MOS-RS-L5-009,line-5 trainset 009,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-010:rs-bogie-overhaul,mosul,MOS-RS-L5-010,line-5 trainset 010,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-011:rs-bogie-overhaul,mosul,MOS-RS-L5-011,line-5 trainset 011,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-012:rs-bogie-overhaul,mosul,MOS-RS-L5-012,line-5 trainset 012,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-013:rs-bogie-overhaul,mosul,MOS-RS-L5-013,line-5 trainset 013,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-014:rs-bogie-overhaul,mosul,MOS-RS-L5-014,line-5 trainset 014,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-015:rs-bogie-overhaul,mosul,MOS-RS-L5-015,line-5 trainset 015,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-016:rs-bogie-overhaul,mosul,MOS-RS-L5-016,line-5 trainset 016,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-017:rs-bogie-overhaul,mosul,MOS-RS-L5-017,line-5 trainset 017,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-018:rs-bogie-overhaul,mosul,MOS-RS-L5-018,line-5 trainset 018,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-019:rs-bogie-overhaul,mosul,MOS-RS-L5-019,line-5 trainset 019,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-020:rs-bogie-overhaul,mosul,MOS-RS-L5-020,line-5 trainset 020,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-021:rs-bogie-overhaul,mosul,MOS-RS-L5-021,line-5 trainset 021,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-022:rs-bogie-overhaul,mosul,MOS-RS-L5-022,line-5 trainset 022,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-023:rs-bogie-overhaul,mosul,MOS-RS-L5-023,line-5 trainset 023,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-024:rs-bogie-overhaul,mosul,MOS-RS-L5-024,line-5 trainset 024,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-025:rs-bogie-overhaul,mosul,MOS-RS-L5-025,line-5 trainset 025,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-026:rs-bogie-overhaul,mosul,MOS-RS-L5-026,line-5 trainset 026,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-027:rs-bogie-overhaul,mosul,MOS-RS-L5-027,line-5 trainset 027,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-028:rs-bogie-overhaul,mosul,MOS-RS-L5-028,line-5 trainset 028,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-029:rs-bogie-overhaul,mosul,MOS-RS-L5-029,line-5 trainset 029,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-030:rs-bogie-overhaul,mosul,MOS-RS-L5-030,line-5 trainset 030,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-031:rs-bogie-overhaul,mosul,MOS-RS-L5-031,line-5 trainset 031,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-032:rs-bogie-overhaul,mosul,MOS-RS-L5-032,line-5 trainset 032,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-033:rs-bogie-overhaul,mosul,MOS-RS-L5-033,line-5 trainset 033,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-034:rs-bogie-overhaul,mosul,MOS-RS-L5-034,line-5 trainset 034,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-035:rs-bogie-overhaul,mosul,MOS-RS-L5-035,line-5 trainset 035,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-036:rs-bogie-overhaul,mosul,MOS-RS-L5-036,line-5 trainset 036,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-037:rs-bogie-overhaul,mosul,MOS-RS-L5-037,line-5 trainset 037,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-038:rs-bogie-overhaul,mosul,MOS-RS-L5-038,line-5 trainset 038,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-039:rs-bogie-overhaul,mosul,MOS-RS-L5-039,line-5 trainset 039,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-040:rs-bogie-overhaul,mosul,MOS-RS-L5-040,line-5 trainset 040,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-041:rs-bogie-overhaul,mosul,MOS-RS-L5-041,line-5 trainset 041,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-042:rs-bogie-overhaul,mosul,MOS-RS-L5-042,line-5 trainset 042,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L5-043:rs-bogie-overhaul,mosul,MOS-RS-L5-043,line-5 trainset 043,rolling-stock,line-5,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
